Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Number Of Days for Delivery (product.metafields.custom.number_of_days_for_delivery),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Animal type (product.metafields.shopify.animal-type),Aquarium filter features (product.metafields.shopify.aquarium-filter-features),Color (product.metafields.shopify.color-pattern),Fish type (product.metafields.shopify.fish-type),Package type (product.metafields.shopify.package-type),Pet food flavor (product.metafields.shopify.pet-food-flavor),Pet supply product form (product.metafields.shopify.pet-supply-product-form),Plant characteristics (product.metafields.shopify.plant-characteristics),Plant class (product.metafields.shopify.plant-class),Plant name (product.metafields.shopify.plant-name),Power source (product.metafields.shopify.power-source),Suitable for fish type (product.metafields.shopify.suitable-for-fish-type),Suitable for water type (product.metafields.shopify.suitable-for-water-type),Suitable space (product.metafields.shopify.suitable-space),Sunlight (product.metafields.shopify.sunlight),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status,t,group
telmatochromiscichlid,"Hump Head Cichlid 2""","<p id=""yui_3_17_2_1_1469786594712_501268"">Endemic to Lake Tanganyika in East Africa. Males reach 10.5cm, females being smaller.</p>
<p id=""yui_3_17_2_1_1469786594712_501288"">Add a sand substrate, some rocks for cover, more or less depending on which other fishes are going in the tank, and a patch of empty Neothauma tanganyicense or other suitable shells, such as those from escargot snails.</p>
<p><span>Unlike the larger form of temporalis, a substrate spawner associated with rocks, this one is a facultative shell brooder. While some males take harems of females most select a single partner, the pair occupying separate residences within their territory. They’re excellent parents and vigourously defend their young against predators when small</span></p>",IG,Uncategorized,,"cichlid, Exclusive fish, freshwater fish, tanganyika",true,Title,Default Title,,,,,,,,,1500.0,shopify,22,deny,manual,450.00,500.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/products/47690295_308540316462323_7718569071340305802_n.jpg?v=1779530289,1,"Telmatochromis temporalis Cichlid / Hump Head Cichlid 2""",false,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active,"hump head cichlid 2""",Cichlid (other)
nyereriecichlid,Pundamilia Nyererei Cichlid 3inch,"<p><span style=""color: #000000;"">Like all cichlids, Males will have the most color, while most females with will lack the color of the males. To have the most coloration you want to order a dominant male.</span></p>
<p><span style=""color: #000000;"">The Pundamilia Nyererei are a beautiful African cichlid from Lake Victoria. Since these fish can be highly aggressive we recommend that you should try and keep them with other Pundamilia Nyererei or other Victorians such as the <a href=""https://imperialtropicals.com/collections/african-cichlids/products/pundamilia-macrocephala?variant=10695416769"" title=""Pundamilia macrocephala"" style=""color: #000000;"">Pundamilia macrocephala</a>.</span></p>
<p><span style=""color: #000000;"">They are native to Lake Victoria in Africa and require their water temperature to be in between 78 - 82 degrees with a pH between 7.8 - 8.6. Pundamilia Nyererei are omnivores and can be fed Plankton or cichlid pellets. We recommend our <a href=""https://imperialtropicals.com/collections/food-feeders/products/small-pellet-fish-food?variant=10767376193"" title=""Small Pellet Fish Food"" style=""color: #000000;"">Small Pellet Fish Food</a>.</span></p>
<p><span style=""color: #000000;"">The fish pictured is a fully colored up male. Females are generally more bland in appearance and color and will not look anything like the male as far as coloration.</span></p>",a,Uncategorized,,"cichlid, freshwater fish, malawi",false,Title,Default Title,,,,,,,,,2500.0,shopify,-40,deny,manual,325.00,410.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/products/27112.jpg?v=1776771953,1,Pundamilia Nyererei Cichlid,false,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active,pundamilia nyererei cichlid 3inch,African Rift Cichlid (Malawi)
livingstoniicichlidlarge,"Livingstonii Cichlid Import 4-4.5""","<p><span>The Livingston's Cichlid (Nimbochromis livingstonii) is from the inshore areas of the African rift lake, Lake Malawi. They grow to about 10"" (males) and 8"" (females), have a tall laterally compressed body and a large mouth for the overall size of the fish. Livingston's Cichlid patrol the sandy inshore areas of the lake looking for small fish to prey on. When insufficient quantities of prey fish are available, the Livingston's Cichlid will resort to an ambush hunting strategy where it will mimic a dead fish by laying on the substrate, only to quickly lunge at the prey and swallows it whole.</span></p>
<div class=""newline""><br></div>
<p><span>Livingston's Cichlids are not suitable for the average Lake Malawi Cichlid community aquarium. They reach roughly twice the size of many of the more commonly kept Malawi Cichlid species and are ambush predators who feed exclusively on other fish in the wild. They will spend their time in the aquarium hanging motionless around rocky formations or lying ""playing dead"" on the substrate as they attempt to lure in smaller fish on which to prey. However, hobbyists can easily integrate the Livingston's Cichlid with suitable larger tank mates and convert them over to commercial meaty foods designed for African Cichlids, after which they make for interesting inhabitants for any non-standard Malawi Cichlid aquarium. </span></p>
<p><strong>What We Like About This Fish:</strong></p>
<ul>
<li>Beautiful coloration in both males and females</li>
<li>Very hardy with plenty of personality</li>
<li>Easy to breed in the aquarium</li>
<li>Excellent species for larger tanks</li>
<li>Potential to be a ""centrepiece"" fish</li>
</ul>
<p><strong>RECOMMENDED TANK PARAMETERS:</strong></p>
<ul>
<li>
<u>Temperature</u>:  68° - 77° F (20° - 25° C)</li>
<li>
<u>pH</u>:  6.5 - 8.0</li>
<li>
<u>KH</u>:  5 - 25 dKH</li>
<li>
<u>Minimum tank size</u>:  75 gallons for a single adult, 90+ gallons for a pai</li>
</ul>
<p><strong>CARE GUIDELINES:</strong></p>
<ul>
<li>
<u>Diet</u>:  Omnivorous. A variety of high-quality dry, frozen, and live meaty foods is necessary for optimal health and coloration. Vegetable matter is also regularly required.</li>
<li>
<u>Social behaviour</u>:  Congregates loosely in groups as juveniles. Territorial during spawning</li>
</ul>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube-nocookie.com/embed/C5poIL9XA_I"" title=""YouTube video player""></iframe></p>",India-Gills-,Uncategorized,,"cichlid, freshwater fish, malawi, new arrival",true,Title,Default Title,,,,,,,,,3000.0,shopify,3,deny,manual,550.00,700.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/products/livingston.www.best4petsin.jpg?v=1779529090,1,"Livingstonii Cichlid 2.5-3""",false,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active,"livingstonii cichlid import 4-4.5""",African Rift Cichlid (Malawi)
cylindercichlid,Neolamprologus cylindricus 3inch,"<p>The Cylinder Cichlid <span><em>Neolamprologus cylindricus</em></span> is a handsome, hardy fish from the south eastern part of Lake Tanganyika, Africa. It is a more recently described cichlid species that is similar in shape and behaviour to its close relative, the well known <a href=""https://animal-world.com/encyclo/fresh/cichlid/leleupi.php"">Lemon Cichlid</a> <span><em>Neolamprologus leleupi</em></span>. It is as brightly colored as the Leleupi but it also has a very striking patterning with bold black and white bands. Because of its elongated cylindrical body shape, it is also commonly known as the Cylindricus Cichlid. This is a very attractive fish that adds a unique colour palate to any Tanganyika biotope aquarium.</p>
<p>There are several slightly different colour morphs, but all the varieties have ten dark vertical stripes along the body. Some also have blue edging on the fins and just under the eye. In each variety the males and females are both colored the same but those from the northern part of their range have lighter, brownish black bands.</p>
<p> </p>
<p><strong>What We Like About This Fish:</strong></p>
<ul>
<li>Very popular in the aquarium hobby</li>
<li>Incredible coloration with maturity</li>
<li>Possible to breed in the aquarium</li>
<li>Compatible with many other species in a spacious tank</li>
<li>Potential to be a ""centerpiece"" fish</li>
</ul>
<p><strong>RECOMMENDED TANK PARAMETERS:</strong></p>
<ul>
<li>
<u>Temperature</u>:  73.4° - 81° F (23° - 27° C)</li>
<li>
<u>pH</u>:  8.0 - 9.0</li>
<li>
<u>KH</u>:  9 - 25 dKH</li>
<li>
<u>Minimum tank size</u>:  180 gallons for a group of adults</li>
</ul>
<p><strong>CARE GUIDELINES:</strong></p>
<ul>
<li>
<u>Diet</u>:  Mostly carnivorous. A variety of high-quality dry, frozen, and live meaty foods is necessary for optimal health and coloration. Some vegetable matter is also necessary.</li>
<li>
<u>Social behaviour</u>:  Gregarious with its own kind. Can be compatible with durable fish too large to be considered prey</li>
</ul>",AA,Uncategorized,,"cichlid, freshwater fish, tanganyika",false,Title,Default Title,,,,,,,,,2000.0,shopify,0,deny,manual,450.00,300.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/products/neolamprologuscylindricus.jpg?v=1658152725,1,"Neolamprologus cylindricus 2-2.5""",false,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active,neolamprologus cylindricus 3inch,Tanganyikan Cichlid
albinobrichardi,Albino Brichardi 2inch,"<p style=""text-align: left;""><strong>This species, also known as The Lyretail Cichlid, Fairy Cichlid, </strong><strong>and <em>Lamprologus/Neolamprologus brichardi</em>, is one of the most beautiful and popular Tanganyikan cichlids in the aquarium hobby! This is the Albino Version of it.</strong></p>
<p> </p>
<p style=""text-align: left;"">The Brichard's Lyretail Fairy Cichlid (<em>Neolamprologus brichardi</em>), also known as the Princess of Burundi Cichlid, is a small rock-dwelling cichlid that is native to the shoreline areas of Lake Tanganyika in Africa. It is extremely popular in the aquarium hobby. In the wild, it spawns on rocks. Overall coloration of this fish is pearly white pastel hues. Mature males are typically larger and have larger dorsal and caudal (tail) fin extensions than females.</p>
<p style=""text-align: left;""> </p>
<p style=""text-align: left;"">The Brichard's Lyretail Fairy Cichlid will thrive in an aquarium with piles of rocks that form some caves. Sand is the best substrate for this species. Mature fish will often claim and defend a small territory around their respective rock piles and caves. This cichlid mostly inhabits the middle and upper level of the water column, so it can often be kept (in a spacious tank) with Tanganyikan shell dwelling species that inhabit the lower areas of the water column. This species is small in size, but it is very territorial with its own kind and similar fish that enter its territory. Territoriality is typically at its peak during spawning. Dwarf shrimp and other small, delicate invertebrates should not be kept with the Brichard's Lyretail Fairy Cichlid. If spawning is desired, tankmates of other species should be kept to a minimum or avoided altogether unless the aquarium is of considerable size with ample cover/decor. </p>
<p style=""text-align: left;""> </p>
<p style=""text-align: left;"">Feeding is simple for the unfussy Brichard's Lyretail Fairy Cichlid. High-quality dry, frozen, and live meaty foods will all be readily accepted. Quality and variety are the keys to a diet that will ensure that this fish maintains optimal health and coloration, so this species should not be fed dry foods exclusively. While it is primarily a carnivore, it also requires vegetable matter in its diet.</p>
<p style=""text-align: left;""> </p>
<p style=""text-align: left;""><strong>We are currently offering juvenile and adult specimens of this magnificent fish!</strong></p>
<p style=""text-align: left;""> </p>
<p style=""text-align: left;""><strong>What We Like About This Fish:</strong></p>
<ul style=""text-align: left;"">
<li>Very popular in the aquarium hobby<br>
</li>
<li>Very small size for a cichlid</li>
<li>Possible to breed in the aquarium<br>
</li>
<li>Compatible with many other species in a spacious tank</li>
<li>Potential to be a ""centerpiece"" fish</li>
</ul>
<p style=""text-align: left;""> </p>
<p style=""text-align: left;""><strong>RECOMMENDED TANK PARAMETERS:</strong></p>
<ul style=""text-align: left;"">
<li>
<u>Temperature</u>:  73.4° - 81° F (23° - 27° C)</li>
<li>
<u>pH</u>:  8.0 - 9.0</li>
<li>
<u>KH</u>:  9 - 25 dKH</li>
<li>
<u>Minimum tank size</u>:  15 - 20 gallons for an adult pair, 55+ gallons for a group</li>
</ul>
<p style=""text-align: left;""> </p>
<p style=""text-align: left;""><strong>CARE GUIDELINES:</strong></p>
<ul>
<li style=""text-align: left;"">
<u>Diet</u>:  Mostly carnivorous. A variety of high-quality dry, frozen, and live meaty foods is necessary for optimal health and coloration. Some vegetable matter is also necessary.</li>
<li style=""text-align: left;"">
<u>Social behavior</u>:  Loosely social until sexual maturity. Breeding pairs are often aggressive to all other fish.</li>
</ul>
<u><br></u>",India-Gills-,Uncategorized,,"cichlid, Exclusive fish, freshwater fish, tanganyika",true,Title,Default Title,,,,,,,,,1500.0,shopify,8,deny,manual,225.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/products/132_zps926f1705.jpg?v=1776237241,1,Albino Brichardi / Neolamprologus brichardi,false,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,kg,,85.00,true,,,active,albino brichardi 2inch,Tanganyikan Cichlid
brichardicichlid,"Brichardi Cichlid 2""","<p>The Fairy Cichlid<span> </span><span class=""sciname"">Neolamprologus brichardi</span><span> </span>(previously<span> </span><span class=""sciname"">Lamprologus brichardi</span>) was one of the first African cichlids imported for the aquarium hobby. This is a hardy cichlid with an enchanting, wispy appearance. Its light creamy body is adorned with a lyre shaped tail and fins tipped in white with long flowing filaments. A school of these beautiful fish makes an elegant display for both the novice and long time cichlid keeper.</p>
<p>When first imported in the early 1970's it was originally called the 'Princess of Burundi'. Today it is more commonly known as the Fairy Cichlid, Brichardi Cichlid, and Lyretail Lamprologus. Other descriptive common names include Brichardi Lyretail Cichlid, Princess cichlid, and Brichard's Lamprologus.</p>
<p>The Fairy Cichlid is almost identical in appearance to its popular relative the<span> </span><a href=""http://animal-world.com/encyclo/fresh/cichlid/DaffodilCichlid.php"">Daffodil Cichlid</a><span> </span><span class=""sciname"">Neolamprologus pulcher</span>. However the Fairy Cichlid has bluish gray fins and can be identified by the black stripe running from the eye to the gill cover and a yellow spot just above it. These markings are absent in the Daffodil Cichlid though it has the two crescent shaped markings behind the eye, and its fins are yellowish.</p>
<p>This cichlid is moderately easy to care for as long it has the proper sized aquarium and the right tank mates. They it will adapt to a wide range of water conditions and will eat a wide variety of aquarium foods. This cichlid has a very pleasing coloration and is not shy about swimming out in the open. But they do like an aquarium with lots of rock formations creating caves for retreating. A sandy substrate is best because though they are not avid diggers, they may dig out spawning territories around decor.<span>  </span></p>
<p style=""text-align: left;""><strong>What We Like About This Fish:</strong></p>
<ul style=""text-align: left;"">
<li>Very popular in the aquarium hobby</li>
<li>Possible to breed in the aquarium<br>
</li>
<li>Compatible with many other species in a spacious tank</li>
<li>Potential to be a ""centerpiece"" fish</li>
</ul>
<p style=""text-align: left;""> </p>
<p style=""text-align: left;""><strong>RECOMMENDED TANK PARAMETERS:</strong></p>
<ul style=""text-align: left;"">
<li>
<u>Temperature</u>:  73.4° - 81° F (23° - 27° C)</li>
<li>
<u>pH</u>:  7.5 - 9.0</li>
<li>
<u>KH</u>:  9 - 25 dKH</li>
<li>
<u>Minimum tank size</u>:  20 gallons for an adult pair, 55+ gallons for a group</li>
</ul>
<p style=""text-align: left;""> </p>
<p style=""text-align: left;""><strong>CARE GUIDELINES:</strong></p>
<ul>
<li style=""text-align: left;"">
<u>Diet</u>:  Mostly carnivorous. A variety of high-quality dry, frozen, and live meaty foods is necessary for optimal health and coloration. Some vegetable matter is also necessary.</li>
<li style=""text-align: left;"">
<u>Social behavior</u>:  Loosely social until sexual maturity. Breeding pairs are often aggressive to all other fish.</li>
</ul>",India-Gills-,Uncategorized,,"cichlid, freshwater fish, new arrival, tanganyika",true,Title,Default Title,,,,,,,,,2000.0,shopify,23,deny,manual,350.00,200.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/products/02af522e7db8405a71acdfc748958e51.jpg?v=1776769164,1,Brichardi Cichlid,false,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,kg,,85.00,true,,,active,"brichardi cichlid 2""",Tanganyikan Cichlid
blacktailredplatylarge,Red Wagtail Platy (Pair),"<p data-mce-fragment=""1""><br></p>
<p data-mce-fragment=""1"">The Red Wag Platy (<em data-mce-fragment=""1"">Xiphophorus maculatus</em>) is a classic platy variety that displays red-orange and black coloration. There are nearly endless  colour (and other) variants of this fish, and the Red Wag Platy is a standout. This is a very peaceful, undemanding fish that will thrive in most aquariums, especially the planted aquarium.  </p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">The Red Wag Platy is compatible with most other peaceful aquarium species.  It is an omnivore, so it will potentially prey on smaller dwarf shrimp and their fry, but it is otherwise safe to keep with peaceful invertebrates as well. This fish is not a picky eater and it will accept a variety of high-quality dry foods, but these should be supplemented with a variety of frozen foods as well. It will mostly occupy the middle and upper regions of the aquarium, and it does have the ability to jump out of the water, especially while in the early stages of acclimating to a new aquarium. As a result, a secure lid is highly recommended to ensure that this fish does not jump out of the tank.</p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">Plants are not absolutely necessary for the Red Wag Platy, but they will certainly be appreciated. All stem plants, Marimo Balls, and mosses are safe to keep with this fish. The Red Wag Platy is an excellent fish for beginners as well as experts!</p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">What We Like About This Fish:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Hardy and adaptable</li>
<li data-mce-fragment=""1"">Beautiful orange and black coloration</li>
<li data-mce-fragment=""1"">Small size, perfect for planted aquariums</li>
<li data-mce-fragment=""1"">Peaceful disposition</li>
<li data-mce-fragment=""1"">Perfect for the planted aquarium</li>
</ul>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">RECOMMENDED TANK PARAMETERS:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">Temperature</u>:  64° - 77° F (17.7° - 25° C)</li>
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">pH</u>:  7.0 - 8.2, though a maximum of 7.5 is ideal</li>
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">KH</u>:  10 - 25</li>
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">Minimum tank size</u>:  10 gallons</li>
</ul>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">CARE GUIDELINES:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">Diet</u>:  High quality flake foods and frozen foods such as bloodworms</li>
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">Social behaviour</u>:  Shoaling, peaceful with most species.  </li>
</ul>
<iframe width=""560"" height=""315"" src=""https://www.youtube-nocookie.com/embed/PM-3XoAce5s"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe>",India-Gills-,Uncategorized,,"freshwater fish, livebearer, nada-hidden, planted aquarium fish, platy",false,Title,Default Title,,,,,,,,,400.0,shopify,-286,deny,manual,85.00,135.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/products/image.jpg?v=1658152940,1,Red Wagtail Platy,false,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active,red wagtail platy (pair),Molly/Platy/Swordtail
tangerinelyretailswordtail,Tangerine Swordtail (Pair),"<p><span>This is a very easy to care for and prolific line of swordtails. They have a vibrant bright orange body with nice clean flowing fins, not ragged at all. They are a great beginners fish as well as a novelty for advanced aquarist. They hardly eat their fry.</span></p>
<p> </p>",a,Uncategorized,,"freshwater fish, livebearer",true,Title,Default Title,,,,,,,,,1500.0,shopify,3,deny,manual,193.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/files/tangerine.swordtail.best4pets.in.png?v=1683547178,1,,false,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active,tangerine swordtail (pair),Molly/Platy/Swordtail
mixguppy,Mix Guppy Jumbo (Set of Six Fish)(All Male),"<span style=""color: #000000;"">The guppy (Poecilia reticulata), also known as millionfish and rainbow fish, is one of the world's most widely distributed <a href=""https://en.wikipedia.org/wiki/Tropical_fish"" title=""Tropical fish"" style=""color: #000000;"">tropical fish</a>, and one of the most popular <a href=""https://en.wikipedia.org/wiki/List_of_freshwater_aquarium_fish_species"" title=""List of freshwater aquarium fish species"" style=""color: #000000;"">freshwater aquarium fish species</a>. It is a member of the family <a href=""https://en.wikipedia.org/wiki/Poeciliidae"" title=""Poeciliidae"" style=""color: #000000;"">Poeciliidae</a> and, like almost all American members of the family, is <a href=""https://en.wikipedia.org/wiki/Live-bearing_aquarium_fish"" title=""Live-bearing aquarium fish"" style=""color: #000000;"">live-bearing</a>.Guppies, whose natural range is in northeast South America, were introduced to many habitats and are now found all over the world. They are highly adaptable and thrive in many different environmental and ecological conditions.Male guppies, which are smaller than females, have ornamental caudal and dorsal <a href=""https://en.wikipedia.org/wiki/Fish_fin"" title=""Fish fin"" style=""color: #000000;"">fins</a>. </span>",1,,,"freshwater fish, guppy, livebearer, nada-hidden",false,Title,Default Title,,,,,,,,,2000.0,shopify,-1,deny,manual,540.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/products/50587_IM3_1e0b7a66738a3ae05e14530bd69885e6.jpg?v=1658152715,1,Mix Guppy,false,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active,mix guppy jumbo (set of six fish)(all male),Guppy/Endler
baloonredplaty,Coral Red Platy (Pair),"<p data-mce-fragment=""1"">The Coral Red Baloon Platy (<em data-mce-fragment=""1"">Xiphophorus maculatus</em>) is an extra small genetic mutation of the platy livebearer.  Its bold, solid red-orange coloration makes it a very attractive aquarium fish.  This is a very peaceful, undemanding fish that will thrive in most aquariums, especially the planted aquarium.</p>
<p data-mce-fragment=""1"">The Coral Red Baloon Platy is compatible with most other peaceful aquarium species.  Due to its small size, it can possibly be kept with adult dwarf shrimp, but caution should be exercised.  It is otherwise safe with peaceful freshwater invertebrates.  This fish is not a picky eater and it will accept a variety of high quality dry foods, but these should be supplemented with a variety of frozen foods as well.  It will mostly occupy the middle and upper regions of the aquarium, and it does have the ability to jump out of the water, especially while in the early stages of acclimating to a new aquarium.  As a result, a secure lid is highly recommended to ensure that this fish does not jump out of the tank.</p>
<p data-mce-fragment=""1"">Plants are not absolutely necessary for the Green Lantern Platy, but they will certainly be appreciated.  All stem plants, marimo balls, and mosses are safe to keep with this fish.  Its hardiness and easy care requirements makes the Coral Red Baloon Platy an excellent fish for beginners as well as experts.</p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">What We Like About This Fish:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Hardy and adaptable</li>
<li data-mce-fragment=""1"">Vibrant red-orange coloration</li>
<li data-mce-fragment=""1"">Small size, perfect for planted aquariums</li>
<li data-mce-fragment=""1"">Peaceful disposition</li>
</ul>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">RECOMMENDED TANK PARAMETERS:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">Temperature</u>:  64° - 77° F (17.7° - 25° C)</li>
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">pH</u>:  7.0 - 8.2 (though a maximum of 7.5 is ideal)</li>
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">KH</u>:  10 - 25 dKH</li>
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">Minimum tank size</u>:  10 gallons</li>
</ul>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">CARE GUIDELINES:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">Diet</u>:  High-quality flake foods and frozen foods such as bloodworms</li>
<li data-mce-fragment=""1"">
<u data-mce-fragment=""1"">Social behaviour</u>:  Shoaling, peaceful with most species</li>
</ul>
<p data-mce-fragment=""1""> </p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube-nocookie.com/embed/I9vOx-lYddY"" title=""YouTube video player""></iframe></p>",B4P,Uncategorized,,"freshwater fish, livebearer, planted aquarium fish, platy",true,Title,Default Title,,,,,,,,,1100.0,shopify,0,deny,manual,105.00,40.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0075/9814/5587/products/platy-red-platy-1_1024x1024_a16c51c4-4460-464b-9b3b-902c3ab0383d.jpg?v=1658152436,1,Coral Red Baloon Platy,false,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active,coral red platy (pair),Molly/Platy/Swordtail
